,id,geographic_area_name,estimate_total,estimate_total_less_than_10_000,estimate_total_10_000_to_14_999,estimate_total_15_000_to_19_999,estimate_total_20_000_to_24_999,estimate_total_25_000_to_29_999,estimate_total_30_000_to_34_999,estimate_total_35_000_to_39_999,estimate_total_40_000_to_44_999,estimate_total_45_000_to_49_999,estimate_total_50_000_to_59_999,estimate_total_60_000_to_74_999,estimate_total_75_000_to_99_999,estimate_total_100_000_to_124_999,estimate_total_125_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_median_household_income,Geoid
149,1500000US530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",455,44,108,9,17,26,11,0,16,33,25,21,23,67,0,31,24,44125,530330043011
150,1500000US530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",544,46,20,9,0,11,25,9,0,0,0,58,45,20,37,49,215,132500,530330043012
151,1500000US530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",504,0,6,0,25,47,0,18,0,13,27,49,23,69,35,26,166,113611,530330043013
152,1500000US530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",810,234,21,25,40,13,68,16,101,40,75,31,48,37,16,3,42,35833,530330043021
153,1500000US530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",794,140,129,56,11,21,55,55,21,24,32,87,113,21,3,26,0,33611,530330043022
154,1500000US530330044001,"Block Group 1, Census Tract 44, King County, Washington",397,25,9,0,0,11,0,13,0,0,13,0,0,30,0,108,188,196042,530330044001
155,1500000US530330044002,"Block Group 2, Census Tract 44, King County, Washington",984,0,15,89,43,13,56,76,17,29,30,42,71,111,137,109,146,109792,530330044002
156,1500000US530330044003,"Block Group 3, Census Tract 44, King County, Washington",419,32,0,54,0,10,0,0,13,0,30,13,107,13,0,79,68,78814,530330044003
157,1500000US530330044004,"Block Group 4, Census Tract 44, King County, Washington",1081,174,46,42,71,180,41,39,86,15,127,136,59,15,18,13,19,33750,530330044004
158,1500000US530330045001,"Block Group 1, Census Tract 45, King County, Washington",441,0,16,0,9,15,56,0,11,0,14,73,19,59,57,22,90,101563,530330045001
159,1500000US530330045002,"Block Group 2, Census Tract 45, King County, Washington",596,8,0,0,34,0,9,0,6,0,0,61,94,97,27,54,206,116429,530330045002
160,1500000US530330046001,"Block Group 1, Census Tract 46, King County, Washington",475,0,0,10,0,13,0,15,21,0,29,17,103,58,34,56,119,114306,530330046001
161,1500000US530330046002,"Block Group 2, Census Tract 46, King County, Washington",600,0,0,0,11,14,0,0,0,9,19,27,117,22,55,108,218,171000,530330046002
162,1500000US530330046003,"Block Group 3, Census Tract 46, King County, Washington",330,0,0,27,10,0,0,15,10,19,18,25,15,10,30,46,105,141364,530330046003
163,1500000US530330047001,"Block Group 1, Census Tract 47, King County, Washington",678,48,56,0,32,0,0,0,18,0,69,100,95,115,0,0,145,81176,530330047001
164,1500000US530330047002,"Block Group 2, Census Tract 47, King County, Washington",1067,61,0,87,0,20,0,0,27,0,0,83,71,322,164,23,209,114201,530330047002
165,1500000US530330047003,"Block Group 3, Census Tract 47, King County, Washington",2191,53,30,153,0,0,0,25,0,23,104,236,453,384,230,207,293,100453,530330047003
166,1500000US530330047004,"Block Group 4, Census Tract 47, King County, Washington",2190,54,65,59,50,29,58,48,130,70,116,252,396,322,112,176,253,87424,530330047004
167,1500000US530330048001,"Block Group 1, Census Tract 48, King County, Washington",469,0,0,0,0,0,0,0,0,54,13,0,30,65,82,70,155,145917,530330048001
168,1500000US530330048002,"Block Group 2, Census Tract 48, King County, Washington",624,10,0,29,23,35,11,21,31,18,19,18,91,120,20,63,115,101250,530330048002
169,1500000US530330048003,"Block Group 3, Census Tract 48, King County, Washington",702,37,0,0,0,19,46,13,43,0,20,22,129,56,51,135,131,120476,530330048003
170,1500000US530330048004,"Block Group 4, Census Tract 48, King County, Washington",471,12,0,0,0,12,15,0,0,12,22,53,23,54,110,16,142,129934,530330048004
171,1500000US530330049001,"Block Group 1, Census Tract 49, King County, Washington",666,14,0,0,34,19,19,36,71,19,47,44,137,0,48,71,107,81290,530330049001
172,1500000US530330049002,"Block Group 2, Census Tract 49, King County, Washington",668,32,15,0,0,0,0,15,72,19,73,47,72,52,129,49,93,88804,530330049002
173,1500000US530330049003,"Block Group 3, Census Tract 49, King County, Washington",835,17,0,0,12,0,0,0,0,51,106,54,108,68,87,107,225,125268,530330049003
174,1500000US530330049004,"Block Group 4, Census Tract 49, King County, Washington",690,18,17,0,0,19,0,0,18,18,35,76,118,52,67,71,181,116833,530330049004
175,1500000US530330049005,"Block Group 5, Census Tract 49, King County, Washington",852,0,16,0,0,18,100,41,0,0,72,81,37,122,113,50,202,103091,530330049005
176,1500000US530330050001,"Block Group 1, Census Tract 50, King County, Washington",665,25,15,0,0,0,0,37,0,0,100,56,124,47,20,117,124,95461,530330050001
177,1500000US530330050002,"Block Group 2, Census Tract 50, King County, Washington",504,0,0,0,0,36,4,0,20,0,26,0,121,95,50,79,73,106974,530330050002
178,1500000US530330050003,"Block Group 3, Census Tract 50, King County, Washington",954,50,34,17,17,49,15,56,37,16,53,92,74,72,170,91,111,85556,530330050003
179,1500000US530330051001,"Block Group 1, Census Tract 51, King County, Washington",731,77,0,24,0,0,63,43,8,43,26,34,116,58,56,79,104,80888,530330051001
180,1500000US530330051002,"Block Group 2, Census Tract 51, King County, Washington",510,40,0,8,9,0,9,18,0,33,7,43,32,19,38,72,182,149792,530330051002
181,1500000US530330051003,"Block Group 3, Census Tract 51, King County, Washington",468,0,9,0,26,0,0,14,0,7,19,16,56,63,31,94,133,144286,530330051003
182,1500000US530330052001,"Block Group 1, Census Tract 52, King County, Washington",492,138,0,0,45,16,86,15,29,0,15,111,0,0,17,0,20,33523,530330052001
183,1500000US530330052002,"Block Group 2, Census Tract 52, King County, Washington",813,292,76,13,42,0,20,63,14,47,49,32,44,33,32,0,56,-,530330052002
184,1500000US530330052003,"Block Group 3, Census Tract 52, King County, Washington",488,20,0,0,0,0,0,0,28,19,22,95,91,36,17,17,143,90395,530330052003
185,1500000US530330052004,"Block Group 4, Census Tract 52, King County, Washington",538,56,15,0,0,21,42,19,0,0,59,54,65,52,0,22,133,80250,530330052004
186,1500000US530330052005,"Block Group 5, Census Tract 52, King County, Washington",898,290,49,27,33,46,48,0,17,30,72,42,40,73,44,72,15,30286,530330052005
187,1500000US530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",337,66,33,0,14,30,30,12,46,0,33,0,73,0,0,0,0,34625,530330053011
188,1500000US530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",1516,431,233,63,64,0,45,55,121,77,106,173,15,96,18,19,0,22500,530330053012
189,1500000US530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",690,158,80,18,60,16,87,20,0,71,50,18,52,37,23,0,0,30691,530330053013
190,1500000US530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",751,326,29,29,17,16,61,30,66,0,59,78,0,40,0,0,0,-,530330053014
191,1500000US530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",116,43,13,5,4,4,21,5,16,0,0,5,0,0,0,0,0,18500,530330053021
192,1500000US530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",33,15,0,4,0,0,0,0,0,0,5,4,5,0,0,0,0,-,530330053022
193,1500000US530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,530330053023
194,1500000US530330054001,"Block Group 1, Census Tract 54, King County, Washington",541,18,0,0,10,0,0,0,19,57,0,83,77,44,57,63,113,101250,530330054001
195,1500000US530330054002,"Block Group 2, Census Tract 54, King County, Washington",798,0,39,0,0,46,0,0,34,0,73,69,30,57,101,175,174,140278,530330054002
196,1500000US530330054003,"Block Group 3, Census Tract 54, King County, Washington",1043,28,0,0,0,50,54,75,83,0,57,73,96,161,65,132,169,101058,530330054003
197,1500000US530330054004,"Block Group 4, Census Tract 54, King County, Washington",1075,0,18,82,0,13,15,87,102,0,52,120,87,82,133,153,131,91813,530330054004
198,1500000US530330056001,"Block Group 1, Census Tract 56, King County, Washington",695,19,0,0,23,24,0,27,0,34,19,67,34,17,34,112,285,166328,530330056001
199,1500000US530330056002,"Block Group 2, Census Tract 56, King County, Washington",514,40,0,0,0,0,0,0,0,0,49,38,34,51,19,94,189,165735,530330056002
200,1500000US530330056003,"Block Group 3, Census Tract 56, King County, Washington",550,19,0,20,16,0,0,19,0,0,35,26,19,36,60,63,237,167857,530330056003
201,1500000US530330056004,"Block Group 4, Census Tract 56, King County, Washington",430,40,0,18,0,21,0,0,0,28,0,26,0,31,53,55,158,144722,530330056004
202,1500000US530330056005,"Block Group 5, Census Tract 56, King County, Washington",661,0,0,0,0,18,0,0,16,0,12,55,35,47,114,100,264,180069,530330056005
203,1500000US530330057001,"Block Group 1, Census Tract 57, King County, Washington",203,0,13,0,0,0,0,0,0,0,0,21,20,58,0,0,91,-,530330057001
204,1500000US530330057002,"Block Group 2, Census Tract 57, King County, Washington",478,0,0,36,0,0,0,17,0,0,29,35,44,31,36,58,192,155192,530330057002
205,1500000US530330057003,"Block Group 3, Census Tract 57, King County, Washington",461,0,0,0,0,20,0,0,0,0,18,37,133,39,0,66,148,113207,530330057003
206,1500000US530330057004,"Block Group 4, Census Tract 57, King County, Washington",479,14,16,0,0,0,17,0,19,33,18,17,38,50,0,56,201,160114,530330057004
207,1500000US530330057005,"Block Group 5, Census Tract 57, King County, Washington",467,0,19,36,17,0,0,0,33,0,77,50,0,46,30,50,109,105117,530330057005
208,1500000US530330057006,"Block Group 6, Census Tract 57, King County, Washington",776,12,0,34,29,0,0,19,53,0,63,14,66,161,146,84,95,111518,530330057006
209,1500000US530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",598,0,9,0,18,0,0,0,15,33,34,67,155,105,0,134,28,96750,530330058011
210,1500000US530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",861,0,0,41,63,15,18,17,17,17,40,95,161,174,59,101,43,94803,530330058012
211,1500000US530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",866,0,0,16,16,0,35,0,62,30,30,79,148,86,72,51,241,107024,530330058013
212,1500000US530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",566,19,0,0,35,0,0,43,0,37,69,0,50,135,68,74,36,104833,530330058014
213,1500000US530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",691,0,18,19,19,39,12,0,19,31,21,92,55,98,34,63,171,107799,530330058021
214,1500000US530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",1386,39,13,51,0,34,49,20,52,8,232,167,168,75,236,134,108,75714,530330058022
215,1500000US530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",934,58,15,16,0,0,36,20,31,102,108,41,103,37,99,85,183,78500,530330058023
216,1500000US530330059001,"Block Group 1, Census Tract 59, King County, Washington",791,33,16,15,0,62,0,35,18,34,53,83,143,36,86,80,97,82835,530330059001
217,1500000US530330059002,"Block Group 2, Census Tract 59, King County, Washington",547,16,0,0,0,0,12,32,0,32,14,0,79,49,0,80,233,174141,530330059002
218,1500000US530330059003,"Block Group 3, Census Tract 59, King County, Washington",169,18,0,0,50,0,0,0,0,0,53,0,0,16,0,0,32,58278,530330059003
219,1500000US530330059004,"Block Group 4, Census Tract 59, King County, Washington",773,0,19,0,33,0,0,16,0,0,103,18,36,91,34,71,352,152466,530330059004
220,1500000US530330059005,"Block Group 5, Census Tract 59, King County, Washington",516,19,19,0,16,0,16,14,0,17,0,53,27,91,0,90,154,116705,530330059005
221,1500000US530330060001,"Block Group 1, Census Tract 60, King County, Washington",889,44,0,13,16,17,0,20,19,14,50,99,210,83,79,85,140,92083,530330060001
222,1500000US530330060002,"Block Group 2, Census Tract 60, King County, Washington",556,0,0,14,0,0,0,0,13,0,13,24,17,113,33,59,270,176447,530330060002
223,1500000US530330060003,"Block Group 3, Census Tract 60, King County, Washington",567,0,0,0,0,0,17,15,0,24,25,13,80,32,33,106,222,159223,530330060003
224,1500000US530330060004,"Block Group 4, Census Tract 60, King County, Washington",746,0,47,47,0,33,15,0,25,73,68,67,100,103,95,15,58,74688,530330060004
225,1500000US530330061001,"Block Group 1, Census Tract 61, King County, Washington",649,15,0,0,0,19,0,16,0,20,21,58,93,44,86,90,187,134219,530330061001
226,1500000US530330061002,"Block Group 2, Census Tract 61, King County, Washington",555,19,21,0,14,16,0,18,20,0,0,64,51,114,49,30,139,115176,530330061002
227,1500000US530330061003,"Block Group 3, Census Tract 61, King County, Washington",1100,16,0,14,41,15,37,19,21,99,49,142,109,78,55,122,283,97368,530330061003
228,1500000US530330061004,"Block Group 4, Census Tract 61, King County, Washington",730,34,20,0,20,0,16,20,20,19,58,90,64,87,55,89,138,120455,530330061004
229,1500000US530330062001,"Block Group 1, Census Tract 62, King County, Washington",563,8,0,6,0,0,0,0,14,0,0,40,49,42,28,59,317,216488,530330062001
230,1500000US530330062002,"Block Group 2, Census Tract 62, King County, Washington",688,0,0,41,0,27,0,0,8,8,0,34,35,47,66,108,314,166364,530330062002
231,1500000US530330062003,"Block Group 3, Census Tract 62, King County, Washington",417,0,0,6,7,9,0,19,0,0,11,11,14,47,14,48,231,213906,530330062003
232,1500000US530330063001,"Block Group 1, Census Tract 63, King County, Washington",893,0,0,18,0,0,51,20,31,0,67,56,164,72,47,145,222,102194,530330063001
233,1500000US530330063002,"Block Group 2, Census Tract 63, King County, Washington",670,0,33,0,34,28,0,0,69,18,18,35,59,74,46,35,221,114531,530330063002
234,1500000US530330063003,"Block Group 3, Census Tract 63, King County, Washington",564,0,0,18,18,63,13,0,17,34,37,0,47,18,50,68,181,131149,530330063003
235,1500000US530330063004,"Block Group 4, Census Tract 63, King County, Washington",568,33,0,0,0,18,0,25,0,57,0,0,14,50,30,29,312,"250,000+",530330063004
236,1500000US530330064001,"Block Group 1, Census Tract 64, King County, Washington",502,15,0,0,0,10,11,33,0,38,0,22,23,21,35,121,173,165750,530330064001
237,1500000US530330064002,"Block Group 2, Census Tract 64, King County, Washington",376,9,0,0,0,0,0,10,0,17,11,18,29,18,31,47,186,191944,530330064002
238,1500000US530330064003,"Block Group 3, Census Tract 64, King County, Washington",511,51,0,8,0,0,0,0,12,0,9,68,30,24,48,30,231,156146,530330064003
239,1500000US530330065001,"Block Group 1, Census Tract 65, King County, Washington",510,13,0,0,0,0,15,0,16,19,0,32,31,37,45,72,230,161250,530330065001
240,1500000US530330065002,"Block Group 2, Census Tract 65, King County, Washington",1138,15,0,79,16,25,16,14,15,0,136,112,218,149,74,110,159,90667,530330065002
241,1500000US530330065003,"Block Group 3, Census Tract 65, King County, Washington",901,0,16,22,30,55,19,15,34,56,46,48,112,122,52,66,208,99890,530330065003
242,1500000US530330066001,"Block Group 1, Census Tract 66, King County, Washington",1155,18,0,26,0,32,52,29,49,38,48,52,78,204,75,232,222,122712,530330066001
243,1500000US530330066002,"Block Group 2, Census Tract 66, King County, Washington",1186,67,0,14,0,15,0,17,18,59,104,46,233,85,119,228,181,108480,530330066002
244,1500000US530330067001,"Block Group 1, Census Tract 67, King County, Washington",1750,0,0,0,0,0,0,0,26,0,125,123,23,566,148,439,300,128077,530330067001
245,1500000US530330067002,"Block Group 2, Census Tract 67, King County, Washington",1586,54,0,0,0,35,57,24,24,0,0,110,256,155,255,261,355,145298,530330067002
246,1500000US530330067003,"Block Group 3, Census Tract 67, King County, Washington",1028,23,0,25,28,34,0,0,0,60,33,99,273,23,138,187,105,93019,530330067003
247,1500000US530330067004,"Block Group 4, Census Tract 67, King County, Washington",810,0,0,0,0,31,23,0,27,0,86,30,302,31,46,133,101,97424,530330067004
248,1500000US530330068001,"Block Group 1, Census Tract 68, King County, Washington",675,8,0,9,33,0,0,25,0,0,10,53,147,61,18,94,217,120982,530330068001
249,1500000US530330068002,"Block Group 2, Census Tract 68, King County, Washington",812,19,8,9,0,8,8,14,8,0,49,95,68,88,113,95,230,137619,530330068002
250,1500000US530330069001,"Block Group 1, Census Tract 69, King County, Washington",528,17,0,0,0,0,0,28,0,0,37,14,84,34,28,52,234,178333,530330069001
251,1500000US530330069002,"Block Group 2, Census Tract 69, King County, Washington",544,18,15,0,0,0,0,16,0,15,30,12,47,50,43,90,208,153281,530330069002
252,1500000US530330069003,"Block Group 3, Census Tract 69, King County, Washington",537,0,33,0,0,17,31,0,66,10,15,32,71,18,79,11,154,96544,530330069003
253,1500000US530330069004,"Block Group 4, Census Tract 69, King County, Washington",656,43,0,0,0,0,0,16,0,46,65,49,54,120,0,47,216,110179,530330069004
254,1500000US530330070001,"Block Group 1, Census Tract 70, King County, Washington",680,53,27,0,0,24,84,0,29,23,50,29,26,66,76,57,136,87019,530330070001
255,1500000US530330070002,"Block Group 2, Census Tract 70, King County, Washington",978,0,111,29,28,133,0,233,73,0,0,78,48,52,59,82,52,38594,530330070002
256,1500000US530330070003,"Block Group 3, Census Tract 70, King County, Washington",1155,132,0,0,0,0,28,28,106,27,81,197,135,176,66,26,153,70350,530330070003
257,1500000US530330070004,"Block Group 4, Census Tract 70, King County, Washington",870,115,0,0,28,0,28,52,27,23,50,78,159,52,45,56,157,81104,530330070004
258,1500000US530330070005,"Block Group 5, Census Tract 70, King County, Washington",718,0,105,0,51,0,55,81,27,28,29,55,58,151,27,0,51,58534,530330070005
259,1500000US530330070006,"Block Group 6, Census Tract 70, King County, Washington",788,27,25,28,0,25,67,0,26,0,0,26,100,166,41,134,123,111220,530330070006
260,1500000US530330071001,"Block Group 1, Census Tract 71, King County, Washington",1275,92,53,19,43,0,17,0,87,81,44,46,328,122,86,72,185,84150,530330071001
261,1500000US530330071002,"Block Group 2, Census Tract 71, King County, Washington",2105,85,0,20,58,21,96,32,27,139,38,182,579,257,94,201,276,88931,530330071002
262,1500000US530330072001,"Block Group 1, Census Tract 72, King County, Washington",3494,184,28,20,0,59,50,32,122,119,184,115,336,387,440,506,912,128864,530330072001
263,1500000US530330072002,"Block Group 2, Census Tract 72, King County, Washington",1597,135,58,56,74,64,0,109,0,31,27,67,87,81,91,228,489,128319,530330072002
264,1500000US530330072003,"Block Group 3, Census Tract 72, King County, Washington",1824,80,53,0,355,88,104,34,0,0,32,119,116,281,129,238,195,88846,530330072003
265,1500000US530330073001,"Block Group 1, Census Tract 73, King County, Washington",2367,156,126,17,79,57,50,72,0,101,73,183,214,404,281,290,264,101250,530330073001
266,1500000US530330073002,"Block Group 2, Census Tract 73, King County, Washington",1606,206,69,24,89,135,143,176,154,0,79,120,97,89,55,67,103,37114,530330073002
267,1500000US530330073003,"Block Group 3, Census Tract 73, King County, Washington",1775,88,55,0,24,0,10,17,32,0,54,134,120,206,228,252,555,133750,530330073003
268,1500000US530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",887,0,0,21,20,0,43,0,41,44,60,50,167,120,85,75,161,92132,530330074011
269,1500000US530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1267,100,34,12,70,75,24,64,18,38,269,182,121,51,111,57,41,54344,530330074012
270,1500000US530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",737,0,0,38,34,0,27,0,0,63,14,84,99,106,93,139,40,100609,530330074013
271,1500000US530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",1021,36,26,0,25,58,33,38,14,24,156,41,107,71,105,245,42,86250,530330074014
272,1500000US530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",1343,83,0,61,17,43,18,28,92,22,159,36,303,235,79,76,91,82815,530330074021
273,1500000US530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1208,56,52,150,37,135,169,47,19,118,69,18,53,39,28,136,82,35368,530330074022
274,1500000US530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1259,145,91,63,113,93,18,55,35,20,57,143,160,32,35,70,129,47063,530330074023
275,1500000US530330075001,"Block Group 1, Census Tract 75, King County, Washington",1143,131,243,36,0,0,49,0,107,31,0,87,57,118,0,284,0,47944,530330075001
276,1500000US530330075002,"Block Group 2, Census Tract 75, King County, Washington",1022,74,52,55,59,28,0,105,0,0,69,85,64,71,214,87,59,70900,530330075002
277,1500000US530330075003,"Block Group 3, Census Tract 75, King County, Washington",1279,78,82,0,0,0,0,45,0,0,178,196,235,133,75,80,177,90502,530330075003
278,1500000US530330075004,"Block Group 4, Census Tract 75, King County, Washington",1999,102,231,126,31,28,24,188,26,0,142,309,192,159,60,176,205,65477,530330075004
279,1500000US530330075005,"Block Group 5, Census Tract 75, King County, Washington",919,0,0,28,52,84,0,31,31,0,112,78,182,72,87,63,99,87963,530330075005
280,1500000US530330076001,"Block Group 1, Census Tract 76, King County, Washington",682,43,0,58,0,0,16,0,36,32,31,54,63,77,72,33,167,104038,530330076001
281,1500000US530330076002,"Block Group 2, Census Tract 76, King County, Washington",902,141,71,14,0,22,0,30,33,0,15,106,94,110,39,85,142,80357,530330076002
282,1500000US530330076003,"Block Group 3, Census Tract 76, King County, Washington",777,24,0,0,33,0,22,13,104,59,47,50,93,84,51,40,157,95329,530330076003
283,1500000US530330077001,"Block Group 1, Census Tract 77, King County, Washington",609,0,0,0,0,0,14,17,21,0,55,70,110,73,35,90,124,105739,530330077001
284,1500000US530330077002,"Block Group 2, Census Tract 77, King County, Washington",472,0,0,0,0,0,0,15,30,0,0,45,73,29,86,51,143,127841,530330077002
285,1500000US530330077003,"Block Group 3, Census Tract 77, King County, Washington",437,17,73,0,0,0,0,22,0,12,22,11,16,60,15,36,153,123188,530330077003
286,1500000US530330077004,"Block Group 4, Census Tract 77, King County, Washington",1052,18,0,0,23,76,0,102,0,22,135,105,120,63,111,53,224,83676,530330077004
287,1500000US530330078001,"Block Group 1, Census Tract 78, King County, Washington",580,16,0,0,0,0,0,0,0,0,15,18,23,48,64,67,329,222344,530330078001
288,1500000US530330078002,"Block Group 2, Census Tract 78, King County, Washington",762,0,0,0,0,0,84,0,0,36,0,0,18,51,107,62,404,220952,530330078002
289,1500000US530330078003,"Block Group 3, Census Tract 78, King County, Washington",522,16,17,0,0,28,0,12,0,15,0,70,17,50,37,0,260,-,530330078003
290,1500000US530330078004,"Block Group 4, Census Tract 78, King County, Washington",465,0,24,0,0,21,0,0,0,0,57,29,18,16,76,88,136,149455,530330078004
