,id,geographic_area_name,estimate_total,estimate_total_car_truck_or_van,estimate_total_public_transportation,estimate_total_public_transportation_bus,estimate_total_public_transportation_subway_or_elevated_rail,estimate_total_public_transportation_long_distance_train_or_commuter_rail,estimate_total_public_transportation_light_rail_streetcar_or_trolley_carro_público_in_puerto_rico,estimate_total_public_transportation_ferryboat,estimate_total_taxicab,estimate_total_motorcycle,estimate_total_bicycle,estimate_total_walked,estimate_total_other_means,estimate_total_worked_from_home,Geoid
200,1500000US530330056003,"Block Group 3, Census Tract 56, King County, Washington",637,534,19,19,0,0,0,0,0,0,20,0,0,64,530330056003
201,1500000US530330056004,"Block Group 4, Census Tract 56, King County, Washington",488,408,13,13,0,0,0,0,0,18,26,0,0,23,530330056004
202,1500000US530330056005,"Block Group 5, Census Tract 56, King County, Washington",648,438,61,61,0,0,0,0,0,9,11,0,0,129,530330056005
203,1500000US530330057001,"Block Group 1, Census Tract 57, King County, Washington",271,271,0,0,0,0,0,0,0,0,0,0,0,0,530330057001
204,1500000US530330057002,"Block Group 2, Census Tract 57, King County, Washington",596,408,119,119,0,0,0,0,0,16,22,0,0,31,530330057002
205,1500000US530330057003,"Block Group 3, Census Tract 57, King County, Washington",670,415,160,160,0,0,0,0,0,0,0,15,0,80,530330057003
206,1500000US530330057004,"Block Group 4, Census Tract 57, King County, Washington",690,484,93,93,0,0,0,0,0,0,0,31,18,64,530330057004
207,1500000US530330057005,"Block Group 5, Census Tract 57, King County, Washington",541,424,50,50,0,0,0,0,0,0,0,0,0,67,530330057005
208,1500000US530330057006,"Block Group 6, Census Tract 57, King County, Washington",1040,618,246,230,0,0,0,16,0,0,64,34,0,78,530330057006
209,1500000US530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",882,599,152,152,0,0,0,0,65,0,27,0,0,39,530330058011
210,1500000US530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",1090,661,242,242,0,0,0,0,15,0,97,20,0,55,530330058012
211,1500000US530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",1182,749,322,322,0,0,0,0,0,30,17,0,0,64,530330058013
212,1500000US530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",862,458,192,192,0,0,0,0,0,16,51,29,37,79,530330058014
213,1500000US530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",1036,699,227,227,0,0,0,0,0,0,74,21,0,15,530330058021
214,1500000US530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",1642,893,537,537,0,0,0,0,14,58,49,16,18,57,530330058022
215,1500000US530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",1372,921,197,179,0,18,0,0,0,0,51,21,0,182,530330058023
216,1500000US530330059001,"Block Group 1, Census Tract 59, King County, Washington",1363,602,425,425,0,0,0,0,6,0,54,189,57,30,530330059001
217,1500000US530330059002,"Block Group 2, Census Tract 59, King County, Washington",730,435,49,49,0,0,0,0,0,0,0,45,0,201,530330059002
218,1500000US530330059003,"Block Group 3, Census Tract 59, King County, Washington",594,174,83,74,6,0,3,0,15,0,0,235,0,87,530330059003
219,1500000US530330059004,"Block Group 4, Census Tract 59, King County, Washington",1298,858,209,209,0,0,0,0,0,0,0,80,0,151,530330059004
220,1500000US530330059005,"Block Group 5, Census Tract 59, King County, Washington",613,388,100,100,0,0,0,0,0,0,70,17,0,38,530330059005
221,1500000US530330060001,"Block Group 1, Census Tract 60, King County, Washington",1250,512,395,344,0,0,0,51,0,0,62,100,29,152,530330060001
222,1500000US530330060002,"Block Group 2, Census Tract 60, King County, Washington",967,694,134,134,0,0,0,0,0,0,26,56,0,57,530330060002
223,1500000US530330060003,"Block Group 3, Census Tract 60, King County, Washington",805,445,206,193,0,0,0,13,46,0,24,51,0,33,530330060003
224,1500000US530330060004,"Block Group 4, Census Tract 60, King County, Washington",1140,441,354,354,0,0,0,0,16,0,55,169,17,88,530330060004
225,1500000US530330061001,"Block Group 1, Census Tract 61, King County, Washington",897,533,150,150,0,0,0,0,0,20,92,82,0,20,530330061001
226,1500000US530330061002,"Block Group 2, Census Tract 61, King County, Washington",663,389,134,134,0,0,0,0,0,13,52,0,0,75,530330061002
227,1500000US530330061003,"Block Group 3, Census Tract 61, King County, Washington",1371,579,394,394,0,0,0,0,20,0,97,122,0,159,530330061003
228,1500000US530330061004,"Block Group 4, Census Tract 61, King County, Washington",1004,659,99,99,0,0,0,0,0,0,94,20,46,86,530330061004
229,1500000US530330062001,"Block Group 1, Census Tract 62, King County, Washington",1082,545,188,149,39,0,0,0,0,0,88,91,0,170,530330062001
230,1500000US530330062002,"Block Group 2, Census Tract 62, King County, Washington",1006,584,160,127,22,0,11,0,0,0,43,83,0,136,530330062002
231,1500000US530330062003,"Block Group 3, Census Tract 62, King County, Washington",536,337,93,80,13,0,0,0,0,0,20,61,0,25,530330062003
232,1500000US530330063001,"Block Group 1, Census Tract 63, King County, Washington",1113,839,207,194,13,0,0,0,0,0,0,20,14,33,530330063001
233,1500000US530330063002,"Block Group 2, Census Tract 63, King County, Washington",366,248,27,27,0,0,0,0,0,0,0,44,0,47,530330063002
234,1500000US530330063003,"Block Group 3, Census Tract 63, King County, Washington",648,473,19,19,0,0,0,0,0,0,21,0,0,135,530330063003
235,1500000US530330063004,"Block Group 4, Census Tract 63, King County, Washington",658,466,35,35,0,0,0,0,0,0,16,47,28,66,530330063004
236,1500000US530330064001,"Block Group 1, Census Tract 64, King County, Washington",836,587,141,141,0,0,0,0,0,0,11,11,18,68,530330064001
237,1500000US530330064002,"Block Group 2, Census Tract 64, King County, Washington",600,269,72,52,20,0,0,0,0,0,63,69,7,120,530330064002
238,1500000US530330064003,"Block Group 3, Census Tract 64, King County, Washington",632,295,104,104,0,0,0,0,0,0,44,52,0,137,530330064003
239,1500000US530330065001,"Block Group 1, Census Tract 65, King County, Washington",656,399,52,52,0,0,0,0,0,0,59,35,21,90,530330065001
240,1500000US530330065002,"Block Group 2, Census Tract 65, King County, Washington",1415,483,305,267,38,0,0,0,0,0,69,450,0,108,530330065002
241,1500000US530330065003,"Block Group 3, Census Tract 65, King County, Washington",1279,477,390,205,151,0,34,0,0,0,66,218,0,128,530330065003
242,1500000US530330066001,"Block Group 1, Census Tract 66, King County, Washington",1426,558,400,365,35,0,0,0,0,0,113,261,0,94,530330066001
243,1500000US530330066002,"Block Group 2, Census Tract 66, King County, Washington",1850,1021,494,480,0,0,14,0,0,21,66,201,0,47,530330066002
244,1500000US530330067001,"Block Group 1, Census Tract 67, King County, Washington",2619,724,709,709,0,0,0,0,0,0,109,987,38,52,530330067001
245,1500000US530330067002,"Block Group 2, Census Tract 67, King County, Washington",1904,749,253,253,0,0,0,0,0,0,71,585,26,220,530330067002
246,1500000US530330067003,"Block Group 3, Census Tract 67, King County, Washington",1392,787,142,142,0,0,0,0,0,58,0,249,28,128,530330067003
247,1500000US530330067004,"Block Group 4, Census Tract 67, King County, Washington",1015,370,183,146,37,0,0,0,0,0,87,225,34,116,530330067004
248,1500000US530330068001,"Block Group 1, Census Tract 68, King County, Washington",847,480,146,146,0,0,0,0,0,11,20,52,25,113,530330068001
249,1500000US530330068002,"Block Group 2, Census Tract 68, King County, Washington",1218,663,238,238,0,0,0,0,0,0,75,70,14,158,530330068002
250,1500000US530330069001,"Block Group 1, Census Tract 69, King County, Washington",786,406,231,215,16,0,0,0,0,0,22,0,21,106,530330069001
251,1500000US530330069002,"Block Group 2, Census Tract 69, King County, Washington",703,380,67,67,0,0,0,0,0,0,45,60,0,151,530330069002
252,1500000US530330069003,"Block Group 3, Census Tract 69, King County, Washington",667,350,158,158,0,0,0,0,0,0,0,56,0,103,530330069003
253,1500000US530330069004,"Block Group 4, Census Tract 69, King County, Washington",959,542,200,200,0,0,0,0,0,0,13,71,0,133,530330069004
254,1500000US530330070001,"Block Group 1, Census Tract 70, King County, Washington",759,235,369,369,0,0,0,0,0,0,24,84,0,47,530330070001
255,1500000US530330070002,"Block Group 2, Census Tract 70, King County, Washington",980,295,472,472,0,0,0,0,0,0,0,161,0,52,530330070002
256,1500000US530330070003,"Block Group 3, Census Tract 70, King County, Washington",1319,669,190,190,0,0,0,0,0,0,31,360,28,41,530330070003
257,1500000US530330070004,"Block Group 4, Census Tract 70, King County, Washington",754,331,217,217,0,0,0,0,0,0,0,27,0,179,530330070004
258,1500000US530330070005,"Block Group 5, Census Tract 70, King County, Washington",638,374,180,180,0,0,0,0,0,0,0,84,0,0,530330070005
259,1500000US530330070006,"Block Group 6, Census Tract 70, King County, Washington",818,456,159,159,0,0,0,0,0,0,0,203,0,0,530330070006
260,1500000US530330071001,"Block Group 1, Census Tract 71, King County, Washington",1416,673,248,248,0,0,0,0,80,0,93,183,16,123,530330071001
261,1500000US530330071002,"Block Group 2, Census Tract 71, King County, Washington",2488,722,841,725,91,0,0,25,20,0,76,689,13,127,530330071002
262,1500000US530330072001,"Block Group 1, Census Tract 72, King County, Washington",4741,868,665,560,0,0,80,25,31,0,0,2814,73,290,530330072001
263,1500000US530330072002,"Block Group 2, Census Tract 72, King County, Washington",1832,362,107,107,0,0,0,0,35,0,47,1058,29,194,530330072002
264,1500000US530330072003,"Block Group 3, Census Tract 72, King County, Washington",1848,509,210,173,0,0,37,0,31,0,0,966,27,105,530330072003
265,1500000US530330073001,"Block Group 1, Census Tract 73, King County, Washington",2747,621,354,323,5,0,26,0,0,0,37,1610,0,125,530330073001
266,1500000US530330073002,"Block Group 2, Census Tract 73, King County, Washington",1092,141,334,334,0,0,0,0,26,11,35,523,0,22,530330073002
267,1500000US530330073003,"Block Group 3, Census Tract 73, King County, Washington",2122,539,394,359,0,8,27,0,0,0,18,1047,0,124,530330073003
268,1500000US530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",1071,340,389,204,53,0,108,24,0,0,61,195,0,86,530330074011
269,1500000US530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1288,415,437,302,131,0,4,0,47,0,0,369,0,20,530330074012
270,1500000US530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",1073,450,281,174,65,0,42,0,0,0,38,251,15,38,530330074013
271,1500000US530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",1357,215,291,193,57,0,41,0,0,0,124,622,0,105,530330074014
272,1500000US530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",1682,389,533,369,99,0,65,0,0,0,0,597,36,127,530330074021
273,1500000US530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1306,277,362,309,37,0,16,0,0,0,82,558,0,27,530330074022
274,1500000US530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1391,321,303,284,0,19,0,0,0,0,59,695,0,13,530330074023
275,1500000US530330075001,"Block Group 1, Census Tract 75, King County, Washington",1272,290,150,103,0,0,47,0,30,0,101,669,30,2,530330075001
276,1500000US530330075002,"Block Group 2, Census Tract 75, King County, Washington",1188,274,196,143,53,0,0,0,0,0,60,542,0,116,530330075002
277,1500000US530330075003,"Block Group 3, Census Tract 75, King County, Washington",1307,414,451,338,113,0,0,0,25,26,0,126,48,217,530330075003
278,1500000US530330075004,"Block Group 4, Census Tract 75, King County, Washington",2054,717,480,400,80,0,0,0,167,0,34,621,0,35,530330075004
279,1500000US530330075005,"Block Group 5, Census Tract 75, King County, Washington",1351,326,583,399,184,0,0,0,0,0,51,322,0,69,530330075005
280,1500000US530330076001,"Block Group 1, Census Tract 76, King County, Washington",930,207,380,333,47,0,0,0,14,0,16,205,0,108,530330076001
281,1500000US530330076002,"Block Group 2, Census Tract 76, King County, Washington",1143,489,402,402,0,0,0,0,0,0,112,47,46,47,530330076002
282,1500000US530330076003,"Block Group 3, Census Tract 76, King County, Washington",985,277,392,279,113,0,0,0,47,0,16,152,19,82,530330076003
283,1500000US530330077001,"Block Group 1, Census Tract 77, King County, Washington",862,465,192,127,45,20,0,0,0,0,66,40,30,69,530330077001
284,1500000US530330077002,"Block Group 2, Census Tract 77, King County, Washington",725,300,179,179,0,0,0,0,0,17,19,125,0,85,530330077002
285,1500000US530330077003,"Block Group 3, Census Tract 77, King County, Washington",570,268,165,165,0,0,0,0,0,12,46,36,0,43,530330077003
286,1500000US530330077004,"Block Group 4, Census Tract 77, King County, Washington",1640,790,644,623,21,0,0,0,0,17,0,158,0,31,530330077004
287,1500000US530330078001,"Block Group 1, Census Tract 78, King County, Washington",605,463,36,36,0,0,0,0,0,0,23,0,0,83,530330078001
288,1500000US530330078002,"Block Group 2, Census Tract 78, King County, Washington",1295,758,190,181,9,0,0,0,0,0,39,59,19,230,530330078002
289,1500000US530330078003,"Block Group 3, Census Tract 78, King County, Washington",699,356,146,146,0,0,0,0,0,0,58,50,0,89,530330078003
290,1500000US530330078004,"Block Group 4, Census Tract 78, King County, Washington",676,334,101,101,0,0,0,0,0,16,116,48,0,61,530330078004
291,1500000US530330079001,"Block Group 1, Census Tract 79, King County, Washington",838,315,363,309,20,0,14,20,0,0,20,101,0,39,530330079001
292,1500000US530330079002,"Block Group 2, Census Tract 79, King County, Washington",626,244,154,154,0,0,0,0,0,0,65,105,0,58,530330079002
293,1500000US530330079003,"Block Group 3, Census Tract 79, King County, Washington",604,182,170,170,0,0,0,0,20,0,16,152,0,64,530330079003
294,1500000US530330079004,"Block Group 4, Census Tract 79, King County, Washington",916,368,239,203,16,0,20,0,0,0,0,175,0,134,530330079004
295,1500000US530330079005,"Block Group 5, Census Tract 79, King County, Washington",1356,533,320,236,40,0,44,0,0,0,76,408,0,19,530330079005
296,1500000US530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1606,656,189,189,0,0,0,0,0,0,0,577,0,184,530330080011
297,1500000US530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",614,82,144,144,0,0,0,0,0,0,23,365,0,0,530330080012
298,1500000US530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",972,211,124,116,8,0,0,0,39,0,0,539,0,59,530330080013
299,1500000US530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1396,408,75,75,0,0,0,0,27,0,0,675,90,121,530330080014
300,1500000US530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",871,223,154,154,0,0,0,0,33,0,0,425,0,36,530330080015
301,1500000US530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1187,318,347,310,32,0,5,0,0,0,12,374,13,123,530330080021
302,1500000US530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1070,272,157,113,0,15,29,0,28,21,71,431,0,90,530330080022
303,1500000US530330081001,"Block Group 1, Census Tract 81, King County, Washington",1692,405,410,354,39,0,17,0,52,0,0,698,0,127,530330081001
304,1500000US530330081002,"Block Group 2, Census Tract 81, King County, Washington",584,8,231,179,8,0,44,0,0,0,0,311,0,34,530330081002
305,1500000US530330081003,"Block Group 3, Census Tract 81, King County, Washington",530,208,91,91,0,0,0,0,0,0,0,197,0,34,530330081003
306,1500000US530330082001,"Block Group 1, Census Tract 82, King County, Washington",1292,249,259,150,40,16,18,35,24,0,0,704,18,38,530330082001
307,1500000US530330082002,"Block Group 2, Census Tract 82, King County, Washington",868,86,195,147,0,0,48,0,0,0,0,447,37,103,530330082002
308,1500000US530330082003,"Block Group 3, Census Tract 82, King County, Washington",727,260,123,104,0,19,0,0,0,18,0,326,0,0,530330082003
309,1500000US530330083001,"Block Group 1, Census Tract 83, King County, Washington",802,223,127,114,0,0,13,0,0,0,43,347,15,47,530330083001
310,1500000US530330083002,"Block Group 2, Census Tract 83, King County, Washington",1516,363,345,345,0,0,0,0,0,0,0,727,9,72,530330083002
311,1500000US530330084001,"Block Group 1, Census Tract 84, King County, Washington",1518,516,340,300,14,0,26,0,37,0,71,423,54,77,530330084001
312,1500000US530330084002,"Block Group 2, Census Tract 84, King County, Washington",1291,317,300,201,20,15,64,0,18,0,0,515,0,141,530330084002
313,1500000US530330084003,"Block Group 3, Census Tract 84, King County, Washington",1023,163,335,269,43,0,23,0,0,0,21,465,0,39,530330084003
314,1500000US530330085001,"Block Group 1, Census Tract 85, King County, Washington",760,166,179,151,19,0,0,9,0,0,13,386,0,16,530330085001
315,1500000US530330085002,"Block Group 2, Census Tract 85, King County, Washington",554,217,96,75,21,0,0,0,0,0,9,232,0,0,530330085002
316,1500000US530330085003,"Block Group 3, Census Tract 85, King County, Washington",115,55,33,33,0,0,0,0,0,0,0,27,0,0,530330085003
317,1500000US530330086001,"Block Group 1, Census Tract 86, King County, Washington",1481,365,395,280,49,0,66,0,17,59,67,546,0,32,530330086001
318,1500000US530330086002,"Block Group 2, Census Tract 86, King County, Washington",1280,304,208,191,17,0,0,0,6,17,126,472,0,147,530330086002
319,1500000US530330086003,"Block Group 3, Census Tract 86, King County, Washington",878,391,289,259,13,0,17,0,0,18,0,160,0,20,530330086003
320,1500000US530330087001,"Block Group 1, Census Tract 87, King County, Washington",1102,402,282,272,0,0,10,0,0,0,142,185,31,60,530330087001
321,1500000US530330087002,"Block Group 2, Census Tract 87, King County, Washington",787,398,225,225,0,0,0,0,0,9,33,49,0,73,530330087002
322,1500000US530330087003,"Block Group 3, Census Tract 87, King County, Washington",976,354,229,218,0,0,11,0,12,0,99,213,14,55,530330087003
323,1500000US530330088001,"Block Group 1, Census Tract 88, King County, Washington",927,423,287,287,0,0,0,0,41,0,22,32,9,113,530330088001
324,1500000US530330088002,"Block Group 2, Census Tract 88, King County, Washington",1067,554,194,194,0,0,0,0,9,0,79,124,0,107,530330088002
